target,teacher_layers,seed,stage,holdout,corpus_index,target_cut,target_loss,step,discrete_layers,method,K,executed,D_c,rel_err,A_x,A_x_flip,ratio,target_ratio,median_abs_corr,target_median_abs_corr,temperature,min_hamming_to_train,unique_fraction,ratio_1000shots,max_ratio_any_sample,sampled,filter_spearman
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T1.0,1,1,0.08774847152265666,1.1865198889952517,0.5073333333333333,0.5476666666666665,0.5171084337349398,0.8795180722891568,0.020179205752694686,0.23980426976870814,1.0,17.88,1.0,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T1.0,10,10,0.06563004079922964,1.0300597473036983,0.5466666666666666,0.5599999999999999,0.5397590361445783,0.8795180722891566,0.01982044743560791,0.2398042697687081,1.0,17.88,1.0,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T1.0,100,100,0.057814408529974506,0.9673176083937521,0.5833333333333334,0.5833333333333334,0.5301204819277109,0.8795180722891566,0.059918232736244345,0.2398042697687081,1.0,17.88,1.0,0.5403614457831325,0.6987951807228916,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator+filter_T1.0,1,1,0.08564305532918182,1.1724796788549992,0.49933333333333335,0.544,0.5166265060240964,0.8795180722891568,0.01972056384869695,0.23980426976870814,1.0,,,,,1000.0,0.017497749774977495
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator+filter_T1.0,10,10,0.06691707241503053,1.039839233996812,0.5449999999999999,0.5516666666666666,0.45903614457831327,0.8795180722891566,0.009976372411388235,0.2398042697687081,1.0,,,,,1000.0,0.017497749774977495
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator+filter_T1.0,100,100,0.05819802282669306,0.9705215099666482,0.5666666666666667,0.5666666666666667,0.5662650602409639,0.8795180722891566,3.018147797656523e-17,0.2398042697687081,1.0,,,,,1000.0,0.017497749774977495
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T0.7,1,1,0.09706454521601492,1.242446539047519,0.5143333333333333,0.5483333333333333,0.5146987951807229,0.8795180722891568,0.021770026810957098,0.23980426976870814,0.7,17.76,1.0,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T0.7,10,10,0.0672247390609376,1.0426108372660319,0.545,0.5483333333333333,0.4879518072289157,0.8795180722891566,0.019051374636753656,0.2398042697687081,0.7,17.76,1.0,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,generator_T0.7,100,100,0.06326627032692159,1.0118989990494192,0.55,0.55,0.3132530120481928,0.8795180722891566,0.0,0.2398042697687081,0.7,17.76,1.0,0.519277108433735,0.6385542168674698,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,nearest_train,1,0,0.05217992799752109,0.9189730761406282,0.6833333333333333,0.6833333333333333,0.5542168674698795,0.8795180722891566,0.020016412250697613,0.2398042697687081,,,,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,nearest_train,10,0,0.05217992799752109,0.9189730761406282,0.6833333333333333,0.6833333333333333,0.5542168674698795,0.8795180722891566,0.020016412250697613,0.2398042697687081,,,,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,nearest_train,100,0,0.05217992799752109,0.9189730761406282,0.6833333333333333,0.6833333333333333,0.5542168674698795,0.8795180722891566,0.020016412250697613,0.2398042697687081,,,,,,,
T8_s7_final,8,7,final,True,4323,73.0,-44.73677744261605,1500,4,search_ceiling,0,20000,0.03845989801775831,0.7889602342324277,0.7166666666666667,0.7166666666666667,0.6265060240963856,0.8795180722891566,0.061725433379874975,0.2398042697687081,,,,0.6168674698795181,,,
T8_s8_final,8,8,final,True,4624,78.0,-49.27619636986244,1500,4,random,1,1,0.08273463800252073,1.2373542084702083,0.4953333333333334,0.5543333333333332,0.5226506024096387,0.9397590361445782,0.018333169789793637,0.21713757020705818,,,,,,,
T8_s8_final,8,8,final,True,4624,78.0,-49.27619636986244,1500,4,random,10,10,0.05878966161702849,1.04973109813243,0.5133333333333333,0.5666666666666665,0.5542168674698795,0.9397590361445782,0.006488284420617994,0.2171375702070582,,,,,,,
