L,n_train,mse_mean_baseline,mse_ridge,mse_transformer,sign_acc_transformer,sign_acc_ridge,spearman_transformer,best_val_mse,steps,seconds
4,4500,0.029774319421344043,0.032154676607748844,0.026102165822216784,0.5214,0.5164333333333333,0.09482753186000586,0.02538532511393229,1701,878.6748163000011
4,18000,0.02977170071042574,0.028930566661725107,0.017667493811735564,0.5495833333333333,0.5173625,0.23663273700393944,0.017477391052246095,6000,2971.2461650999976
4,72000,0.029771015272167384,0.028146474485006755,0.014436683926009452,0.5628083333333334,0.5183291666666666,0.27995309604809027,0.014550425084431965,6000,2959.946498000005
