family,m,instance,method,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,60,reg3_m60_s0,es+gpt,0,230,11510,1.3067416277477921,74.0,74.0,0.03981605054393057,0.000483037043267992,20,40,437.0966000999906,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,235,11760,1.3067416277477921,74.0,74.0,0.03981605054393057,0.000483037043267992,20,40,447.7923746999877,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,240,12010,1.3067416277477921,74.0,74.0,0.03981605054393052,0.00048303704326810304,20,39,457.44183070000145,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,245,12260,1.3067416277477921,74.0,74.0,0.03981605054393059,0.00048303704326790875,20,39,466.59705299997586,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,250,12510,1.3067416277477921,74.0,74.0,0.0398160505439305,0.0004830370432680059,20,39,475.911835899984,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,255,12760,1.3067416277477921,74.0,74.0,0.03981605054393052,0.00048303704326810304,20,39,485.526913699985,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,260,13010,1.3067416277477921,74.0,74.0,0.039816050543930545,0.00048303704326819324,20,39,494.7924077999778,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,265,13260,1.3067416277477921,74.0,74.0,0.039816050543930594,0.0004830370432680614,20,38,503.8875919999846,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,270,13510,1.3067416277477921,74.0,74.0,0.03981605054393058,0.0004830370432680822,20,39,513.2256457999756,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,275,13760,1.3067416277477921,74.0,74.0,0.039816050543930566,0.000483037043267881,20,39,522.4960943999758,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,280,14010,1.3067416277477921,74.0,74.0,0.039816050543930545,0.00048303704326819324,20,39,531.7141657999891,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,285,14260,1.3067416277477921,74.0,74.0,0.03981605054393064,0.00048303704326790875,20,39,540.8998257999774,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,290,14510,1.3067416277477921,74.0,74.0,0.0398160505439305,0.000483037043267992,20,40,550.1075216999743,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,295,14760,1.3067416277477921,74.0,74.0,0.039816050543930594,0.0004830370432680614,20,38,559.6976511999965,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,300,15010,1.3067416277477921,74.0,74.0,0.039816050543930614,0.0004830370432679851,20,39,568.8774953999964,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,305,15260,1.3067416277477921,74.0,74.0,0.03981605054393059,0.00048303704326810304,20,39,578.2214412999747,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,310,15510,1.3067416277477921,74.0,74.0,0.0398160505439305,0.0004830370432680406,20,38,587.534351099981,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,315,15760,1.3067416277477921,74.0,74.0,0.039816050543930594,0.0004830370432680614,20,38,596.6053226999938,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,320,16010,1.3067416277477921,74.0,74.0,0.03981605054393049,0.00048303704326801977,20,38,605.8072066999739,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,325,16260,1.3067416277477921,74.0,74.0,0.03981605054393059,0.00048303704326789487,20,40,615.0052520000027,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,330,16510,1.3067416277477921,74.0,74.0,0.0398160505439305,0.00048303704326787406,20,39,624.3941526999988,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,335,16760,1.3067416277477921,74.0,74.0,0.03981605054393057,0.000483037043267992,20,40,633.510532699991,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,340,17010,1.3067416277477921,74.0,74.0,0.03981605054393061,0.0004830370432679018,20,38,642.6488399999798,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,345,17260,1.3067416277477921,74.0,74.0,0.03981605054393053,0.00048303704326801977,20,39,652.083912299975,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,350,17510,1.3067416277477921,74.0,74.0,0.0398160505439305,0.0004830370432679504,20,39,661.3598830999981,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,355,17760,1.3067416277477921,74.0,74.0,0.03981605054393071,0.0004830370432679504,20,39,670.4303399999917,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,360,18010,1.3067416277477921,74.0,74.0,0.03981605054393049,0.00048303704326801977,20,38,679.5810517999926,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,365,18260,1.3067416277477921,74.0,74.0,0.03981605054393056,0.00048303704326810304,20,40,688.8739100999956,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,370,18510,1.3067416277477921,74.0,74.0,0.039816050543930497,0.0004830370432679365,20,39,697.975455799984,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,375,18760,1.3067416277477921,74.0,74.0,0.0398160505439305,0.00048303704326787406,20,39,706.9204281999846,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,380,19010,1.3067416277477921,74.0,74.0,0.03981605054393062,0.0004830370432680753,20,39,716.3170196999854,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,385,19260,1.3067416277477921,74.0,74.0,0.0398160505439305,0.00048303704326789487,20,39,725.4953565999749,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,390,19510,1.3067416277477921,74.0,74.0,0.039816050543930614,0.00048303704326785324,20,38,734.6593044999754,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,395,19760,1.3067416277477921,74.0,74.0,0.039816050543930497,0.0004830370432679365,20,39,743.848502799985,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,0,400,20010,1.3067416277477921,74.0,74.0,0.039816050543930545,0.0004830370432680614,20,37,752.9081274999771,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+gpt,1,0,10,0.736444777344415,44.0,46.3,0.07304383663338695,0.00098649445651193,20,35,0.03453720000106841,0.5301204819277109,0.5578313253012048
reg3,60,reg3_m60_s0,es+gpt,1,5,260,1.029536954971634,57.0,56.1,0.1080442208016181,0.0,20,29,9.13090019999072,0.6867469879518072,0.6759036144578313
reg3,60,reg3_m60_s0,es+gpt,1,10,510,1.0831746069883694,59.0,58.5,0.09193082564288804,0.00023664816643641722,20,31,18.601014200015925,0.7108433734939759,0.7048192771084337
reg3,60,reg3_m60_s0,es+gpt,1,15,760,1.1340931212454293,62.0,61.3,0.07226569749193111,0.0005065180429029287,20,32,27.649399899994023,0.7469879518072289,0.7385542168674698
reg3,60,reg3_m60_s0,es+gpt,1,20,1010,1.1840091660269936,65.0,62.6,0.09411334971176222,0.00010673855474332972,20,31,36.51449679999496,0.7831325301204819,0.7542168674698795
reg3,60,reg3_m60_s0,es+gpt,1,25,1260,1.2208398578252915,67.0,65.2,0.10315791246401494,6.938893903907228e-18,20,32,45.519990400003735,0.8072289156626506,0.7855421686746988
reg3,60,reg3_m60_s0,es+gpt,1,30,1510,1.2361498940608417,68.0,66.1,0.1013734441006002,0.0009293232700105687,20,32,54.860724300000584,0.8192771084337349,0.7963855421686746
reg3,60,reg3_m60_s0,es+gpt,1,35,1760,1.2361498940608417,68.0,66.8,0.1013734441006002,0.0009293232700105687,20,32,64.0376959000132,0.8192771084337349,0.8048192771084337
reg3,60,reg3_m60_s0,es+gpt,1,40,2010,1.2361498940608417,68.0,67.3,0.1013734441006002,0.0009293232700105687,20,32,73.04968369999551,0.8192771084337349,0.8108433734939758
reg3,60,reg3_m60_s0,es+gpt,1,45,2260,1.2392499385172444,68.0,67.9,0.0935876424586323,0.001293887704412272,20,32,82.37456050000037,0.8192771084337349,0.8180722891566266
reg3,60,reg3_m60_s0,es+gpt,1,50,2510,1.242473003548377,68.0,68.0,0.10056223399375376,0.0005227542739726018,20,32,91.39886899999692,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,55,2760,1.242473003548377,68.0,68.0,0.10056223399375376,0.0005227542739726018,20,32,100.58771859999979,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,60,3010,1.242473003548377,68.0,68.0,0.10056223399375376,0.0005227542739726018,20,32,109.80837040001643,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,65,3260,1.2434372270105805,68.0,68.0,0.09163570768216607,0.0005060748222503915,20,32,119.10133850001148,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,70,3510,1.2434372270105805,68.0,68.0,0.09163570768216607,0.0005060748222503915,20,32,128.42385330001707,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,75,3760,1.2486328276239231,68.0,68.0,0.1077165383439703,0.0008478048154402437,20,31,137.95501979999244,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,80,4010,1.2486328276239231,68.0,68.0,0.10771653834397034,0.0008478048154402437,20,33,147.2747314000153,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,85,4260,1.2486328276239231,68.0,68.0,0.10771653834397034,0.0008478048154402437,20,33,156.75618920000852,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,90,4510,1.2498803167444177,68.0,68.0,0.10572540868556415,0.0005610911623698811,20,32,165.9757213999983,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,95,4760,1.249880316744418,68.0,68.0,0.10572540868556426,0.0005610911623699921,20,33,175.27898470000946,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,100,5010,1.249880316744418,68.0,68.0,0.10572540868556426,0.0005610911623699921,20,33,184.73496920001344,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,105,5260,1.250544914593461,68.0,68.0,0.0999182651835091,0.0002655991086080167,20,32,194.07278770001722,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,110,5510,1.250544914593461,68.0,68.0,0.0999182651835091,0.00026559910860793,20,32,203.36265960001037,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,115,5760,1.2511940022703723,68.0,68.0,0.11308497913990992,0.0006600311090307585,20,31,212.60645640001167,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,120,6010,1.2511940022703723,68.0,68.0,0.11308497913990992,0.0006600311090307585,20,31,221.83266159999766,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,125,6260,1.2512117044036468,68.0,68.0,0.1030007241152749,8.864446931702852e-05,20,32,231.2593354000128,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,130,6510,1.2601470177739555,68.0,68.1,0.12059285267113948,0.0008673196963707372,20,33,240.7776004000043,0.8192771084337349,0.8204819277108433
reg3,60,reg3_m60_s0,es+gpt,1,135,6760,1.2617880775193133,68.0,68.2,0.11588373279871292,0.0008269605263960395,20,31,250.14151030001813,0.8192771084337349,0.8216867469879519
reg3,60,reg3_m60_s0,es+gpt,1,140,7010,1.2623273017817047,68.0,68.0,0.1192902920661515,0.0004767197832159509,20,32,259.5864500000025,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,145,7260,1.2623273017817047,68.0,68.0,0.1192902920661515,0.0004767197832159509,20,32,268.7491808999912,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,150,7510,1.26256919689747,68.0,68.0,0.1101131234606944,0.0007800771970229471,20,30,277.98735000001034,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+gpt,1,155,7760,1.26256919689747,68.0,68.1,0.1101131234606944,0.0007800771970229471,20,30,286.95894129999215,0.8192771084337349,0.8204819277108433
reg3,60,reg3_m60_s0,es+gpt,1,160,8010,1.26256919689747,68.0,68.1,0.1101131234606944,0.0007800771970229471,20,30,295.91565820001415,0.8192771084337349,0.8204819277108433
reg3,60,reg3_m60_s0,es+gpt,1,165,8260,1.264412148701375,69.0,68.4,0.11175519686173593,0.0005367640357704479,20,32,304.91239720000885,0.8313253012048193,0.8240963855421688
reg3,60,reg3_m60_s0,es+gpt,1,170,8510,1.264412148701375,69.0,68.5,0.11175519686173593,0.0005367640357704479,20,32,313.8519865999988,0.8313253012048193,0.8253012048192772
reg3,60,reg3_m60_s0,es+gpt,1,175,8760,1.2644121487013753,69.0,68.6,0.11175519686173599,0.0005367640357703911,20,33,322.94365289999405,0.8313253012048193,0.8265060240963855
reg3,60,reg3_m60_s0,es+gpt,1,180,9010,1.2644121487013753,69.0,68.2,0.11175519686173599,0.0005367640357703911,20,33,331.78573800000595,0.8313253012048193,0.8216867469879519
reg3,60,reg3_m60_s0,es+gpt,1,185,9260,1.2644121487013753,69.0,68.3,0.11175519686173599,0.0005367640357703911,20,33,341.01644680000027,0.8313253012048193,0.8228915662650602
reg3,60,reg3_m60_s0,es+gpt,1,190,9510,1.2644121487013753,69.0,68.9,0.11175519686173599,0.0005367640357703911,20,33,350.3114482999954,0.8313253012048193,0.8301204819277109
reg3,60,reg3_m60_s0,es+gpt,1,195,9760,1.2644121487013753,69.0,69.0,0.11175519686173599,0.0005367640357703911,20,33,359.4810235000041,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,200,10010,1.2666707758347195,69.0,69.0,0.10804335900046075,0.00070764642178976,20,31,368.57656919999863,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,205,10260,1.2666707758347195,69.0,69.0,0.10804335900046062,0.0007076464217896472,20,30,377.7250577000086,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,210,10510,1.2666707758347195,69.0,69.0,0.10804335900046075,0.00070764642178976,20,31,387.02640750000137,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,215,10760,1.2666707758347195,69.0,69.0,0.10804335900046075,0.00070764642178976,20,31,396.307472400018,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,220,11010,1.2666707758347195,69.0,69.0,0.10804335900046062,0.0007076464217896472,20,30,405.5692018000118,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,225,11260,1.2666707758347195,69.0,69.0,0.10804335900046062,0.0007076464217896472,20,30,414.79694830000517,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,230,11510,1.2713806870901505,69.0,69.0,0.08821015242821811,0.0003323392503983818,20,31,423.8080227000173,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,235,11760,1.2713806870901505,69.0,69.0,0.08821015242821811,0.0003323392503983818,20,31,432.90360769999097,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,240,12010,1.2713806870901505,69.0,69.0,0.08821015242821811,0.0003323392503983818,20,31,442.09418400001596,0.8313253012048193,0.8313253012048193
reg3,60,reg3_m60_s0,es+gpt,1,245,12260,1.282122597820388,70.0,69.1,0.08824022593482943,0.00019999835310399467,20,31,450.9795172000013,0.8433734939759037,0.8325301204819276
reg3,60,reg3_m60_s0,es+gpt,1,250,12510,1.282122597820388,70.0,69.1,0.08824022593482943,0.00019999835310399467,20,31,459.99889149999944,0.8433734939759037,0.8325301204819276
reg3,60,reg3_m60_s0,es+gpt,1,255,12760,1.282122597820388,70.0,69.3,0.0882402259348294,0.00019999835310407208,20,32,468.9360882000183,0.8433734939759037,0.8349397590361446
reg3,60,reg3_m60_s0,es+gpt,1,260,13010,1.285494114050104,70.0,69.9,0.08400046477408224,0.00020260927610155706,20,32,477.80965410001227,0.8433734939759037,0.8421686746987952
reg3,60,reg3_m60_s0,es+gpt,1,265,13260,1.285494114050104,70.0,70.0,0.08400046477408238,0.00020260927610162298,20,32,486.70759180001915,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,270,13510,1.285494114050104,70.0,70.0,0.0840004647740823,0.0002026092761016002,20,31,495.74214519999805,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,275,13760,1.285494114050104,70.0,70.0,0.08400046477408232,0.0002026092761016427,20,33,504.7693497000146,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,280,14010,1.285494114050104,70.0,70.0,0.08400046477408238,0.00020260927610162298,20,32,513.7696273000038,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,285,14260,1.285494114050104,70.0,70.0,0.0840004647740823,0.0002026092761015872,20,32,522.7433978999907,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,290,14510,1.2854941140501042,70.0,70.0,0.08400046477408245,0.00020260927610164727,20,33,531.5294126000081,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,295,14760,1.28719095216654,70.0,70.0,0.08606389725739036,0.000160628499087382,20,32,540.3915770000021,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,300,15010,1.2877068534957143,70.0,70.0,0.08674374203135565,0.00020924976908974057,20,33,549.7413223000185,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,305,15260,1.2877068534957143,70.0,70.0,0.0867437420313556,0.0002092497690899251,20,33,558.730619000009,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,310,15510,1.2882273052279807,70.0,70.0,0.0876173913062013,0.0003275590581730222,20,32,567.4756735000119,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,315,15760,1.2918251483319294,70.0,70.0,0.0434900445106495,0.0002449607745130069,20,33,576.2318475999928,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,320,16010,1.2918251483319294,70.0,70.0,0.0434900445106495,0.0002449607745130069,20,33,585.2316168000107,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,325,16260,1.2918251483319294,70.0,70.0,0.0434900445106495,0.0002449607745130069,20,33,594.0686772000045,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,330,16510,1.2918251483319294,70.0,70.0,0.0434900445106495,0.0002449607745130069,20,33,603.2012709999981,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,335,16760,1.2918251483319294,70.0,70.0,0.04349004451064958,0.00024496077451315046,20,34,611.9551805999945,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,340,17010,1.2918251483319294,70.0,70.0,0.0434900445106495,0.0002449607745130069,20,33,620.6289415000065,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+gpt,1,345,17260,1.3071761464032932,71.0,70.2,0.040726912165912274,0.00016714152923846186,20,34,629.3217931000108,0.8554216867469879,0.8457831325301205
reg3,60,reg3_m60_s0,es+gpt,1,350,17510,1.3071761464032932,71.0,70.3,0.04072691216591229,0.00016714152923847985,20,33,638.088743500004,0.8554216867469879,0.8469879518072289
reg3,60,reg3_m60_s0,es+gpt,1,355,17760,1.3071761464032932,71.0,70.6,0.040726912165912225,0.00016714152923850804,20,33,646.7580253999913,0.8554216867469879,0.8506024096385542
reg3,60,reg3_m60_s0,es+gpt,1,360,18010,1.3071761464032932,71.0,71.0,0.040726912165912274,0.00016714152923846186,20,34,655.2324183000019,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,365,18260,1.3071761464032932,71.0,71.0,0.04072691216591229,0.00016714152923847985,20,33,663.9468388000096,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,370,18510,1.3071761464032932,71.0,71.0,0.04072691216591235,0.00016714152923839225,20,33,672.5093284000177,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,375,18760,1.3072080770608434,71.0,71.0,0.04069976237232506,0.00016403251630166715,20,34,681.5044999000093,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,380,19010,1.3072080770608434,71.0,71.0,0.04069976237232506,0.00016403251630166715,20,34,690.3211996000027,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,385,19260,1.3072080770608434,71.0,71.0,0.04069976237232518,0.00016403251630176256,20,35,699.3074884999951,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,390,19510,1.3072080770608436,71.0,71.0,0.04069976237232521,0.0001640325163018402,20,33,708.1938647000061,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,395,19760,1.3072080770608436,71.0,71.0,0.04069976237232521,0.0001640325163018402,20,33,716.968650099996,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+gpt,1,400,20010,1.3072080770608436,71.0,71.0,0.04069976237232521,0.0001640325163018402,20,33,725.7587014000164,0.8554216867469879,0.8554216867469879
reg3,252,reg3_m252_s0,es,0,0,10,0.7270501309563662,182.0,184.8,0.02096537386545469,1.3010426069826053e-18,32,48,0.06900960000348277,0.5229885057471264,0.5310344827586208
reg3,252,reg3_m252_s0,es,0,5,260,0.9069184632530146,225.0,218.8,0.013515447539656434,2.9381547074296653e-06,32,48,1.7403455000021495,0.646551724137931,0.628735632183908
reg3,252,reg3_m252_s0,es,0,10,510,0.9081561855321616,224.0,224.1,0.02048809472013807,4.2377029031108807e-05,32,49,3.3682663000072353,0.6436781609195402,0.6439655172413793
reg3,252,reg3_m252_s0,es,0,15,760,0.9434578521310341,232.0,226.4,0.027012259924728468,1.0707771768266147e-05,32,50,4.93776249999064,0.6666666666666666,0.6505747126436782
reg3,252,reg3_m252_s0,es,0,20,1010,0.9497007791384366,232.0,231.8,0.028647062827582864,0.00033667837543148785,32,47,6.556954500003485,0.6666666666666666,0.6660919540229885
reg3,252,reg3_m252_s0,es,0,25,1260,0.9631668899750714,236.0,233.0,0.027518901247910545,0.00010866355246234101,32,50,8.409887799993157,0.6781609195402298,0.6695402298850575
reg3,252,reg3_m252_s0,es,0,30,1510,0.9631668899750714,236.0,234.0,0.027518901247910545,0.00010866355246234101,32,50,10.026535499986494,0.6781609195402298,0.6724137931034483
reg3,252,reg3_m252_s0,es,0,35,1760,0.9748735366288279,238.0,236.7,0.028844548278985978,0.00011604072327998927,32,50,11.741800799994962,0.6839080459770115,0.6801724137931034
reg3,252,reg3_m252_s0,es,0,40,2010,0.9748735366288279,238.0,237.4,0.028844548278985978,0.00011604072327998927,32,50,13.397511399991345,0.6839080459770115,0.6821839080459771
reg3,252,reg3_m252_s0,es,0,45,2260,0.9748735366288279,238.0,238.0,0.028844548278985978,0.00011604072327993202,32,50,15.045928699983051,0.6839080459770115,0.6839080459770115
reg3,252,reg3_m252_s0,es,0,50,2510,0.9778032548597849,239.0,238.1,0.02592825205581209,3.2198359996756505e-05,32,51,16.78803870000411,0.6867816091954023,0.6841954022988506
reg3,252,reg3_m252_s0,es,0,55,2760,0.9778032548597849,239.0,238.4,0.02592825205581209,3.2198359996756505e-05,32,51,18.483366400003433,0.6867816091954023,0.6850574712643678
reg3,252,reg3_m252_s0,es,0,60,3010,1.000518504170204,243.0,239.6,0.028070262267667845,0.00019909467428984843,32,51,20.166485199995805,0.6982758620689655,0.6885057471264368
reg3,252,reg3_m252_s0,es,0,65,3260,1.000518504170204,243.0,240.2,0.028070262267667845,0.00019909467428984843,32,51,21.79599600000074,0.6982758620689655,0.6902298850574712
reg3,252,reg3_m252_s0,es,0,70,3510,1.0043557704478119,243.0,241.2,0.030418782517736147,0.00012837936588505844,32,51,23.536637799988966,0.6982758620689655,0.693103448275862
reg3,252,reg3_m252_s0,es,0,75,3760,1.0126642689521352,245.0,242.6,0.029370107919255622,0.0001492416259336268,32,50,25.23359889999847,0.7040229885057471,0.6971264367816091
reg3,252,reg3_m252_s0,es,0,80,4010,1.0134145143205993,245.0,243.7,0.029307464620151144,0.00022660454110250052,32,50,26.920174900005804,0.7040229885057471,0.700287356321839
reg3,252,reg3_m252_s0,es,0,85,4260,1.015555451919678,246.0,244.9,0.02690669691391054,2.7856777034079155e-05,32,51,28.660547200008295,0.7068965517241379,0.7037356321839081
reg3,252,reg3_m252_s0,es,0,90,4510,1.0222314527071485,248.0,245.6,0.026945736675526164,0.00017963338307890807,32,51,30.410261999990325,0.7126436781609196,0.7057471264367816
reg3,252,reg3_m252_s0,es,0,95,4760,1.0250838090807928,248.0,246.6,0.02883030673708311,0.0002266045411025014,32,50,32.253226900007576,0.7126436781609196,0.7086206896551724
reg3,252,reg3_m252_s0,es,0,100,5010,1.0250838090807928,248.0,248.0,0.028830306737083117,0.0002266045411025014,32,50,33.992209499992896,0.7126436781609196,0.7126436781609196
reg3,252,reg3_m252_s0,es,0,105,5260,1.030045253826954,249.0,248.1,0.030347034350676698,0.00022660454110251874,32,50,35.599964799999725,0.7155172413793104,0.7129310344827586
reg3,252,reg3_m252_s0,es,0,110,5510,1.030045253826954,249.0,248.2,0.030347034350676698,0.00022660454110251874,32,50,37.302957899984904,0.7155172413793104,0.7132183908045977
reg3,252,reg3_m252_s0,es,0,115,5760,1.030045253826954,249.0,248.7,0.030347034350676698,0.00022660454110251874,32,50,39.02344570000423,0.7155172413793104,0.7146551724137931
reg3,252,reg3_m252_s0,es,0,120,6010,1.030045253826954,249.0,249.0,0.030347034350676698,0.00022660454110251874,32,50,40.66702900000382,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,125,6260,1.0304719071077968,249.0,249.0,0.030868314541884906,0.0002266045411024732,32,50,42.29029050000827,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,130,6510,1.0304719071077968,249.0,249.0,0.030868314541884906,0.0002266045411024732,32,50,43.9145872000081,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,135,6760,1.0304719071077968,249.0,249.0,0.030868314541884906,0.0002266045411024732,32,50,45.62331840000115,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,140,7010,1.0304719071077968,249.0,249.0,0.030868314541884906,0.0002266045411024732,32,50,47.320613199990476,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,145,7260,1.0304719071077968,249.0,249.0,0.030868314541884906,0.0002266045411024732,32,50,49.1857447999937,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,150,7510,1.0309525535304773,249.0,249.0,0.03287705402768675,0.00011026401663942476,32,50,50.91384689998813,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,155,7760,1.0309525535304773,249.0,249.0,0.03287705402768675,0.00011026401663942476,32,50,52.57272959998227,0.7155172413793104,0.7155172413793104
reg3,252,reg3_m252_s0,es,0,160,8010,1.0309525535304773,249.0,249.0,0.03287705402768675,0.00011026401663942476,32,50,54.210456700006034,0.7155172413793104,0.7155172413793104
