family,m,n,instance,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,858,13,reg3_m858_s0,0,850,42510,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1067.448674299987,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,855,42760,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1073.6114323000074,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,860,43010,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1079.8223096999864,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,865,43260,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1085.2977769999998,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,870,43510,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1091.1864115000062,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,875,43760,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1096.5964526000025,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,880,44010,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1101.9147739000036,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,885,44260,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1107.4538356999983,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,890,44510,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1112.8469196000078,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,895,44760,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1118.366278600006,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,900,45010,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1124.0600754999905,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,905,45260,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1129.345349100011,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,910,45510,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1134.7488926000078,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,915,45760,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1140.2375361000013,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,920,46010,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1145.7213627999881,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,925,46260,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1151.2558174000005,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,930,46510,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1156.7443465999968,0.6514767932489451,0.6514767932489451
reg3,858,13,reg3_m858_s0,0,935,46760,0.9112149464937843,772.0,772.0,0.014049144003216506,1.4992483166401116e-19,48,75,1162.259952399996,0.6514767932489451,0.6514767932489451
