family,m,n,instance,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,seconds,ratio_best,ratio_pop_mean
reg3,60,6,reg3_m60_s0,0,550,27510,1.2833544709320046,72.0,72.0,0.0514573345629209,0.0008249347670924966,20,36,120.14348540001083,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,555,27760,1.2833544709320046,72.0,72.0,0.05145733456292078,0.0008249347670924723,20,37,121.2288217000023,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,560,28010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,122.41527610001503,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,565,28260,1.2833544709320046,72.0,72.0,0.05145733456292078,0.0008249347670924723,20,37,123.61109920000308,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,570,28510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,124.70368440001039,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,575,28760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,125.84002480001072,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,580,29010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,126.93243149999762,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,585,29260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,128.1060307000007,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,590,29510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,129.25446610001381,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,595,29760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,130.40957960000378,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,600,30010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,131.56437200002256,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,605,30260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,132.74395319999894,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,610,30510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,134.0279359999986,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,615,30760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,135.1680968000146,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,620,31010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,136.33667449999484,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,625,31260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,137.47406520001823,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,630,31510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,138.68161329999566,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,635,31760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,139.873711000022,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,640,32010,1.2833544709320046,72.0,72.0,0.051457334562920995,0.0008249347670924966,20,37,141.05249620001996,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,645,32260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,142.2181785000139,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,650,32510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,143.38082180000492,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,655,32760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,144.59356120001758,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,660,33010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,145.78263820000575,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,665,33260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,146.91761669999687,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,670,33510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,148.1271917000122,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,675,33760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,149.29816390000633,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,680,34010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,150.496452100022,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,685,34260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,151.63091659999918,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,690,34510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,152.7575346000085,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,695,34760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,153.91224490001332,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,700,35010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,155.0591262000089,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,705,35260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,156.17887390000396,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,710,35510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,157.31585760001326,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,715,35760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,158.45224470001995,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,720,36010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,159.66225520000444,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,725,36260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,160.8284879999992,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,730,36510,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,161.97144779999508,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,735,36760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,163.15257830001065,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,740,37010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,164.3418767999974,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,745,37260,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,165.53320540001732,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,750,37510,1.2833544709320046,72.0,72.0,0.05145733456292095,0.000824934767092474,20,37,166.65778110001702,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,755,37760,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925174,20,36,167.82321729999967,0.8674698795180723,0.8674698795180723
reg3,60,6,reg3_m60_s0,0,760,38010,1.2833544709320046,72.0,72.0,0.05145733456292091,0.0008249347670925555,20,37,168.98947930001304,0.8674698795180723,0.8674698795180723
