family,m,instance,method,run,generation,evaluations,best_score,best_cut,pop_mean_cut,median_abs_corr,min_abs_corr,two_qubit,non_clifford,scorer_loss,seconds,ratio_best,ratio_pop_mean
reg3,60,reg3_m60_s0,es+learned,2,255,12760,1.417047010195474,75.0,75.0,0.1092751151075486,0.0003996971318042525,20,37,0.01310914009809494,271.35995930002537,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,260,13010,1.418595958720493,75.0,75.0,0.11663409019539414,0.003985164120519455,20,38,0.019129909574985504,274.93921390001196,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,265,13260,1.418595958720493,75.0,75.0,0.11663409019539414,0.003985164120519455,20,38,0.014586234465241432,281.2156298000482,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,270,13510,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.01370180957019329,287.85903900000267,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,275,13760,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.01606011763215065,291.47883290000027,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,280,14010,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.014653434976935387,297.70543170004385,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,285,14260,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.010418405756354332,304.02972180000506,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,290,14510,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.012768369168043137,307.6172035000054,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,295,14760,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.012494971044361591,313.7209301000112,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,300,15010,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.011220922693610191,319.99519590003183,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,305,15260,1.4219548541506564,75.0,75.0,0.11000754813318975,0.0004685534816787837,20,39,0.01630162075161934,323.52317709999625,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,310,15510,1.4219548541506564,75.0,75.0,0.11000754813318986,0.00046855348167868655,20,38,0.011663739569485188,329.69701010000426,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,315,15760,1.4219548541506564,75.0,75.0,0.11000754813318997,0.0004685534816789294,20,39,0.013120039366185665,336.003743200039,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,320,16010,1.4219548541506566,75.0,75.0,0.11000754813318991,0.0004685534816787629,20,39,0.017221948131918907,339.6483847000054,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,325,16260,1.4219548541506566,75.0,75.0,0.11000754813318991,0.0004685534816787629,20,39,0.013082867488265038,345.96082430001115,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,330,16510,1.4260021611461242,75.0,75.0,0.11322522087652115,7.955673807177877e-05,20,38,0.010174124501645565,352.20867429999635,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,335,16760,1.4260021611461242,75.0,75.0,0.11322522087652115,7.955673807177877e-05,20,38,0.011418038979172707,355.8133745000232,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,340,17010,1.4260021611461242,75.0,75.0,0.11322522087652115,7.955673807177877e-05,20,38,0.013062835671007633,362.1223387999926,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,345,17260,1.4260021611461242,75.0,75.0,0.11322522087652119,7.955673807195224e-05,20,37,0.011198973283171654,368.404873099993,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,350,17510,1.4260021611461242,75.0,75.0,0.11322522087652122,7.955673807192448e-05,20,37,0.010588238015770912,371.98713470000075,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,355,17760,1.4260021611461242,75.0,75.0,0.11322522087652115,7.955673807177877e-05,20,38,0.011616099625825882,378.3154724999913,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,360,18010,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.012998558580875397,384.6042489000247,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,365,18260,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.01107009593397379,388.2454234000179,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,370,18510,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.010799072682857513,394.41958770004567,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,375,18760,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.00986850168555975,400.6836272000219,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,380,19010,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.009567715227603912,404.27908540004864,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,385,19260,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.01054973341524601,410.5278421000112,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,390,19510,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.01098559144884348,416.7554475000361,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,395,19760,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.009451080113649368,420.3347768000094,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+learned,2,400,20010,1.4266864300137252,75.0,75.0,0.11556635667753067,0.0008161447136663252,20,38,0.009867402724921703,426.5975960000069,0.9036144578313253,0.9036144578313253
reg3,60,reg3_m60_s0,es+pretrained,0,0,10,0.8309630285234236,49.0,45.8,0.03422181726598081,1.0842021724855044e-18,20,32,,0.0353840000461787,0.5903614457831325,0.5518072289156626
reg3,60,reg3_m60_s0,es+pretrained,0,5,260,1.0007011003316737,58.0,56.0,0.041377629027148255,0.001935110508632992,20,41,0.0137679073959589,3.611766699992586,0.6987951807228916,0.6746987951807228
reg3,60,reg3_m60_s0,es+pretrained,0,10,510,1.0529583085268042,61.0,59.9,0.0449278204494452,9.922393684273605e-05,20,28,0.008375605568289757,9.91314090002561,0.7349397590361446,0.7216867469879518
reg3,60,reg3_m60_s0,es+pretrained,0,15,760,1.0755134874024301,62.0,61.2,0.044133414388380046,0.001589819626672588,20,29,0.012853337451815605,16.19093540002359,0.7469879518072289,0.7373493975903614
reg3,60,reg3_m60_s0,es+pretrained,0,20,1010,1.1494577339570224,65.0,64.1,0.07177988518376371,0.001726204342937892,20,40,0.009687302634119987,19.714167900034226,0.7831325301204819,0.772289156626506
reg3,60,reg3_m60_s0,es+pretrained,0,25,1260,1.1494577339570224,65.0,65.0,0.07177988518376371,0.001726204342937892,20,40,0.012944379821419716,25.973221299995203,0.7831325301204819,0.7831325301204819
reg3,60,reg3_m60_s0,es+pretrained,0,30,1510,1.1560755210197948,65.0,65.0,0.06754882552922209,0.0008061937596311238,20,40,0.009450952522456646,32.332647900038864,0.7831325301204819,0.7831325301204819
reg3,60,reg3_m60_s0,es+pretrained,0,35,1760,1.1711709764222125,66.0,65.3,0.08987729318776991,0.002271664812324291,20,39,0.009519007056951523,35.84866419999162,0.7951807228915663,0.7867469879518072
reg3,60,reg3_m60_s0,es+pretrained,0,40,2010,1.1711709764222125,66.0,65.7,0.08987729318776994,0.002271664812324256,20,40,0.011268630623817444,42.035332300001755,0.7951807228915663,0.791566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,45,2260,1.1738672733092157,66.0,66.0,0.085741787267024,0.00033565229061356325,20,40,0.007091980427503586,48.25416250003036,0.7951807228915663,0.7951807228915663
reg3,60,reg3_m60_s0,es+pretrained,0,50,2510,1.1742837220325766,66.0,66.0,0.06986695905137569,0.0011449168039905332,20,38,0.01040768250823021,51.87740970001323,0.7951807228915663,0.7951807228915663
reg3,60,reg3_m60_s0,es+pretrained,0,55,2760,1.1815468483333744,66.0,66.0,0.09051477059343689,0.0006005530101967638,20,40,0.010413356125354767,58.10872720001498,0.7951807228915663,0.7951807228915663
reg3,60,reg3_m60_s0,es+pretrained,0,60,3010,1.1815468483333744,66.0,66.0,0.09051477059343689,0.0006005530101967638,20,40,0.007815486751496792,64.4582183000166,0.7951807228915663,0.7951807228915663
reg3,60,reg3_m60_s0,es+pretrained,0,65,3260,1.1992239861924994,67.0,66.5,0.09084597216584156,0.0007055575792662243,20,41,0.008848424069583416,67.9942731000483,0.8072289156626506,0.8012048192771084
reg3,60,reg3_m60_s0,es+pretrained,0,70,3510,1.2020369787484058,67.0,67.0,0.10094421382054566,0.0007055575792661653,20,42,0.009042292833328247,74.26117860001978,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,0,75,3760,1.202036978748406,67.0,67.0,0.10094421382054564,0.0007055575792662,20,42,0.008561068214476109,80.57608890003758,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,0,80,4010,1.202036978748406,67.0,67.0,0.10094421382054564,0.0007055575792662,20,42,0.010854795575141907,84.19677390001016,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,0,85,4260,1.2029412682996157,67.0,67.0,0.08506229002788507,0.0013935442919009722,20,41,0.006109222769737244,90.47735350002768,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,0,90,4510,1.2144911433322723,68.0,67.1,0.09771480684446679,0.0022701982661210846,20,42,0.006413997150957584,96.87459230003878,0.8192771084337349,0.808433734939759
reg3,60,reg3_m60_s0,es+pretrained,0,95,4760,1.2144911433322723,68.0,67.1,0.09771480684446679,0.0022701982661210846,20,42,0.009297467768192291,100.47029339999426,0.8192771084337349,0.808433734939759
reg3,60,reg3_m60_s0,es+pretrained,0,100,5010,1.2144911433322723,68.0,67.1,0.09771480684446679,0.0022701982661210846,20,42,0.009514330886304379,106.73604960000375,0.8192771084337349,0.808433734939759
reg3,60,reg3_m60_s0,es+pretrained,0,105,5260,1.2144911433322723,68.0,67.1,0.09771480684446679,0.0022701982661210846,20,42,0.007190680131316185,112.95986310002627,0.8192771084337349,0.808433734939759
reg3,60,reg3_m60_s0,es+pretrained,0,110,5510,1.2144911433322723,68.0,67.2,0.09771480684446679,0.0022701982661210846,20,42,0.005058785900473595,116.5603562000324,0.8192771084337349,0.8096385542168675
reg3,60,reg3_m60_s0,es+pretrained,0,115,5760,1.216073795069974,68.0,67.6,0.10161712326551581,0.0024716189110550076,20,42,0.008296918123960495,122.87664660002338,0.8192771084337349,0.8144578313253011
reg3,60,reg3_m60_s0,es+pretrained,0,120,6010,1.216073795069974,68.0,67.8,0.10161712326551581,0.0024716189110550076,20,42,0.0067398748360574245,129.18162340001436,0.8192771084337349,0.8168674698795181
reg3,60,reg3_m60_s0,es+pretrained,0,125,6260,1.216073795069974,68.0,68.0,0.10161712326551574,0.00247161891105507,20,42,0.007512589450925589,132.82624230004149,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,130,6510,1.216073795069974,68.0,68.0,0.10161712326551581,0.0024716189110550076,20,42,0.007058445364236832,139.21111130004283,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,135,6760,1.2178557138915562,68.0,68.0,0.10073138714182289,0.00047585277127310324,20,42,0.007644537836313248,145.63327220000792,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,140,7010,1.2178557138915562,68.0,68.0,0.10073138714182289,0.00047585277127310324,20,42,0.005932732485234737,149.25666440004716,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,145,7260,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.0058379946276545525,155.53114930004813,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,150,7510,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.005736680701375008,161.77951360004954,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,155,7760,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.0048000384122133255,165.3825437000487,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,160,8010,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.005738364532589912,171.65268380002817,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,165,8260,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.004504998214542866,177.9968430000008,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,170,8510,1.2180947515819582,68.0,68.0,0.10515944700680172,0.00030474575135577137,20,41,0.006779293064028025,181.67561030003708,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,0,175,8760,1.224122024939702,69.0,68.2,0.08369931047437162,0.0018740196174003854,20,41,0.005396554712206125,187.96622060000664,0.8313253012048193,0.8216867469879519
reg3,60,reg3_m60_s0,es+pretrained,0,180,9010,1.224122024939702,69.0,68.2,0.08369931047437162,0.0018740196174003854,20,41,0.005240282975137234,194.29453840001952,0.8313253012048193,0.8216867469879519
reg3,60,reg3_m60_s0,es+pretrained,0,185,9260,1.224122024939702,69.0,68.2,0.08369931047437162,0.0018740196174003854,20,41,0.00605662539601326,197.97761590004666,0.8313253012048193,0.8216867469879519
reg3,60,reg3_m60_s0,es+pretrained,0,190,9510,1.2473565721909217,70.0,68.6,0.10584316931812271,0.0002718371232705921,20,42,0.006718036253005266,204.20969109999714,0.8433734939759037,0.8265060240963855
reg3,60,reg3_m60_s0,es+pretrained,0,195,9760,1.2473565721909217,70.0,68.6,0.10584316931812271,0.0002718371232705921,20,42,0.005192030221223831,210.55432990001282,0.8433734939759037,0.8265060240963855
reg3,60,reg3_m60_s0,es+pretrained,0,200,10010,1.2473565721909217,70.0,68.8,0.10584316931812271,0.0002718371232705921,20,42,0.005363295786082745,214.23138970002765,0.8433734939759037,0.8289156626506023
reg3,60,reg3_m60_s0,es+pretrained,0,205,10260,1.2473565721909217,70.0,69.1,0.10584316931812271,0.0002718371232705921,20,42,0.005947942845523357,220.54270809999434,0.8433734939759037,0.8325301204819276
reg3,60,reg3_m60_s0,es+pretrained,0,210,10510,1.2545792516709793,70.0,69.3,0.10592986117400244,0.00039106920959124797,20,41,0.005550412926822901,226.8426327999914,0.8433734939759037,0.8349397590361446
reg3,60,reg3_m60_s0,es+pretrained,0,215,10760,1.2545792516709793,70.0,69.4,0.10592986117400244,0.00039106920959124797,20,41,0.005243433639407158,230.41078219999326,0.8433734939759037,0.8361445783132531
reg3,60,reg3_m60_s0,es+pretrained,0,220,11010,1.2545792516709793,70.0,69.5,0.10592986117400244,0.00039106920959124797,20,41,0.004806228913366795,236.71065359999193,0.8433734939759037,0.8373493975903614
reg3,60,reg3_m60_s0,es+pretrained,0,225,11260,1.2545792516709793,70.0,69.8,0.10592986117400244,0.00039106920959124797,20,41,0.0061269463039934635,242.5708209000295,0.8433734939759037,0.8409638554216867
reg3,60,reg3_m60_s0,es+pretrained,0,230,11510,1.2545792516709793,70.0,70.0,0.10592986117400244,0.00039106920959124797,20,41,0.006496654357761145,245.9385965000256,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,235,11760,1.2719895334199223,71.0,70.1,0.10757936579811095,0.001755923756410701,20,42,0.005836164113134146,251.7335590000148,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,240,12010,1.2719895334199223,71.0,70.1,0.10757936579811095,0.001755923756410701,20,42,0.006342398934066296,257.5412280000164,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,245,12260,1.2719895334199223,71.0,70.1,0.10757936579811095,0.001755923756410701,20,42,0.004346906207501888,260.91081299999496,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,250,12510,1.2719895334199223,71.0,70.1,0.10757936579811095,0.001755923756410701,20,42,0.007216847501695156,266.78375560004497,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,255,12760,1.2719895334199223,71.0,70.1,0.10757936579811095,0.001755923756410701,20,42,0.0058398162946105,272.61545650003245,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,260,13010,1.2815770892384815,70.0,70.0,0.1299214758677088,0.0019828495603274703,20,40,0.005804543383419514,275.98691820004024,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,265,13260,1.2839059745177255,70.0,70.0,0.1419415709156467,0.0005213929366627637,20,40,0.007258065510541201,281.8144133000169,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,270,13510,1.2967605336935333,70.0,70.0,0.1142716581231174,0.0005213929366628539,20,40,0.006827035453170538,287.6221201000153,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,275,13760,1.2967605336935333,70.0,70.0,0.1142716581231174,0.0005213929366628539,20,40,0.006005330942571163,290.9908408000483,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,280,14010,1.2967605336935333,70.0,70.0,0.1142716581231174,0.0005213929366628539,20,40,0.0065376246348023415,296.8625299000414,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,285,14260,1.2990045313565568,70.0,70.0,0.13136623199263536,0.0014342162895793608,20,40,0.006946317385882139,302.71612900000764,0.8433734939759037,0.8433734939759037
reg3,60,reg3_m60_s0,es+pretrained,0,290,14510,1.3056213623681203,71.0,70.1,0.10276874280391653,0.0008598361788530132,20,40,0.006561092101037502,306.1173269000137,0.8554216867469879,0.844578313253012
reg3,60,reg3_m60_s0,es+pretrained,0,295,14760,1.3056213623681203,71.0,70.3,0.10276874280391654,0.0008598361788530427,20,40,0.008961386978626251,312.28649299999233,0.8554216867469879,0.8469879518072289
reg3,60,reg3_m60_s0,es+pretrained,0,300,15010,1.310726621687658,71.0,70.6,0.118372380206693,0.00026714170446782287,20,40,0.007889380678534508,318.05004530004226,0.8554216867469879,0.8506024096385542
reg3,60,reg3_m60_s0,es+pretrained,0,305,15260,1.310726621687658,71.0,71.0,0.118372380206693,0.00026714170446782287,20,40,0.007945227436721325,321.4098753000144,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+pretrained,0,310,15510,1.310726621687658,71.0,71.0,0.118372380206693,0.00026714170446782287,20,40,0.006267839577049017,327.3682235000306,0.8554216867469879,0.8554216867469879
reg3,60,reg3_m60_s0,es+pretrained,0,315,15760,1.3394210682319985,74.0,71.8,0.07412093631164737,0.0037106296409532558,20,39,0.007715519517660141,333.50077450001845,0.891566265060241,0.8650602409638554
reg3,60,reg3_m60_s0,es+pretrained,0,320,16010,1.3451642162001938,74.0,72.3,0.08595998688336054,0.0025687822391560616,20,40,0.007587223779410124,337.14889890002087,0.891566265060241,0.8710843373493976
reg3,60,reg3_m60_s0,es+pretrained,0,325,16260,1.3451642162001938,74.0,73.5,0.08595998688336054,0.0025687822391560616,20,40,0.007021326571702957,343.4752220000373,0.891566265060241,0.8855421686746988
reg3,60,reg3_m60_s0,es+pretrained,0,330,16510,1.3451642162001938,74.0,74.0,0.08595998688336054,0.0025687822391560616,20,40,0.00961027480661869,349.8257942000055,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,335,16760,1.3451642162001938,74.0,74.0,0.08595998688336054,0.0025687822391560616,20,40,0.005619521718472242,353.4325117000262,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,340,17010,1.3453834484611167,74.0,74.0,0.08700552263611804,0.0021598887749977452,20,40,0.005562305450439453,359.6927895999979,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,345,17260,1.3453834484611167,74.0,74.0,0.08700552263611804,0.0021598887749977452,20,40,0.0060539813712239265,365.9650416999939,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,350,17510,1.3455300073934726,74.0,74.0,0.0867078163614465,0.0011843396593562705,20,39,0.009126214310526848,369.53446200001054,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,355,17760,1.3455300073934726,74.0,74.0,0.0867078163614466,0.001184339659356326,20,39,0.006462192162871361,375.86402780003846,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,360,18010,1.3455300073934726,74.0,74.0,0.0867078163614467,0.001184339659356326,20,40,0.005414563696831465,382.0387635999941,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,365,18260,1.3455300073934726,74.0,74.0,0.0867078163614466,0.001184339659356326,20,39,0.008113984018564224,385.6554511000286,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,370,18510,1.3455300073934726,74.0,74.0,0.08670781636144667,0.001184339659356326,20,40,0.007400973699986935,391.95905050000874,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,375,18760,1.3455300073934726,74.0,74.0,0.0867078163614467,0.001184339659356326,20,40,0.010345624759793282,398.32905010000104,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,380,19010,1.3455300073934726,74.0,74.0,0.0867078163614466,0.001184339659356326,20,39,0.008070578798651695,401.93714230001206,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,385,19260,1.3455300073934726,74.0,74.0,0.0867078163614467,0.001184339659356333,20,40,0.006246003322303295,408.41720950003946,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,390,19510,1.3455300073934726,74.0,74.0,0.0867078163614466,0.001184339659356326,20,39,0.005593101494014263,414.69757620000746,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,395,19760,1.3455300073934726,74.0,74.0,0.08670781636144659,0.0011843396593563121,20,40,0.007606237195432186,418.33830450003734,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,0,400,20010,1.3455300073934726,74.0,74.0,0.0867078163614467,0.001184339659356333,20,40,0.006719711236655712,424.7052352000028,0.891566265060241,0.891566265060241
reg3,60,reg3_m60_s0,es+pretrained,1,0,10,0.7771125736319795,46.0,45.4,0.05166664887746342,0.0017005162399207317,20,38,,0.036123499972745776,0.5542168674698795,0.5469879518072289
reg3,60,reg3_m60_s0,es+pretrained,1,5,260,1.1181620111246482,63.0,60.5,0.07313204190376274,0.0011623242887768177,20,32,0.01191770937293768,3.708206199982669,0.7590361445783133,0.7289156626506024
reg3,60,reg3_m60_s0,es+pretrained,1,10,510,1.1383534760547744,64.0,63.6,0.05595386846800117,0.0015878676906562195,20,33,0.007483438588678837,10.143182299972977,0.7710843373493976,0.7662650602409639
reg3,60,reg3_m60_s0,es+pretrained,1,15,760,1.1383534760547744,64.0,63.9,0.055953868468001294,0.0015878676906562542,20,33,0.01140940934419632,16.4660268999869,0.7710843373493976,0.7698795180722892
reg3,60,reg3_m60_s0,es+pretrained,1,20,1010,1.1459874352880126,65.0,64.3,0.06733170574440439,0.000911804491838579,20,33,0.009466085582971573,20.121616199961863,0.7831325301204819,0.7746987951807228
reg3,60,reg3_m60_s0,es+pretrained,1,25,1260,1.1809678344666414,67.0,65.4,0.06997390633385284,0.0012818389762998955,20,34,0.009775876998901367,26.4388890999835,0.8072289156626506,0.7879518072289158
reg3,60,reg3_m60_s0,es+pretrained,1,30,1510,1.1812059718116716,67.0,66.5,0.07235858985284097,0.0021010162366523547,20,34,0.010509137995541096,32.53802099998575,0.8072289156626506,0.8012048192771084
reg3,60,reg3_m60_s0,es+pretrained,1,35,1760,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.009201597422361374,36.151873799972236,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,40,2010,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.007455622311681509,42.382728399999905,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,45,2260,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.010198031552135944,48.70538250001846,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,50,2510,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.009208841249346733,52.322288599971216,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,55,2760,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.006229780614376068,58.6922942000092,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,60,3010,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.006022155284881592,64.90971669997089,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,65,3260,1.1812059718116716,67.0,67.0,0.07235858985284097,0.0021010162366523547,20,34,0.00596028845757246,68.46444050001446,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,70,3510,1.1829594152313019,67.0,67.0,0.0768336111163713,0.000753332788951809,20,34,0.0054100980050861835,74.71155439998256,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,75,3760,1.1830049124251756,67.0,67.0,0.06896502479417083,0.0016605211687080457,20,34,0.005143920425325632,80.98769330000505,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,80,4010,1.1990301176002367,67.0,67.0,0.07325097324157001,0.004093599517970781,20,34,0.005896200891584158,84.54139999998733,0.8072289156626506,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,85,4260,1.2101410480280803,68.0,67.0,0.07038892299803531,0.0070063793068627644,20,34,0.005245150998234749,90.81574240000919,0.8192771084337349,0.8072289156626506
reg3,60,reg3_m60_s0,es+pretrained,1,90,4510,1.2125765004392977,68.0,67.9,0.07058510736453696,0.007202715711998597,20,35,0.005320345982909203,97.08854919997975,0.8192771084337349,0.8180722891566266
reg3,60,reg3_m60_s0,es+pretrained,1,95,4760,1.2135440828672672,68.0,68.0,0.07328350653242845,0.005699566267667308,20,34,0.005210021045058966,100.67253909999272,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,1,100,5010,1.219964287123797,68.0,68.0,0.08026818423657975,0.0007123403143065726,20,34,0.0047174119390547276,106.9539091999759,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,1,105,5260,1.2249260321774564,68.0,68.0,0.08715871697909613,0.005734849098166385,20,34,0.006456318777054548,113.29387639998458,0.8192771084337349,0.8192771084337349
reg3,60,reg3_m60_s0,es+pretrained,1,110,5510,1.2249260321774564,68.0,68.0,0.08715871697909613,0.005734849098166385,20,34,0.004824136383831501,116.8810841999948,0.8192771084337349,0.8192771084337349
