family,m,n,instance,best_known,method,run,evaluations,ratio
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10610,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10760,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10910,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,10960,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11010,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11060,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11110,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11160,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11210,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11260,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11310,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11360,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11410,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11460,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11510,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11610,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11660,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11710,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11760,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11810,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11860,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11910,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,11960,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12010,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12060,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12110,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12160,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12210,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12260,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12310,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12360,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12410,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12460,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12510,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12560,0.6497890295358649
reg3,858,13,reg3_m858_s0,1185.0,genpce_es,0,12610,0.6497890295358649
