family,m,n,instance,best_known,method,run,evaluations,ratio
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,13760,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,13810,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,13860,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,13910,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,13960,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14010,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14060,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14110,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14160,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14210,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14260,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14310,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14360,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14410,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14460,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14510,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14560,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14610,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14660,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14710,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14760,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14810,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14860,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14910,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,14960,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15010,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15060,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15110,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15160,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15210,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15260,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15310,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15360,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15410,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15460,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15510,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15560,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15610,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15660,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15710,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15760,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15810,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15860,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15910,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,15960,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16010,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16060,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16110,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16160,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16210,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16260,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16310,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16360,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16410,0.8674698795180723
reg3,60,6,reg3_m60_s0,83.0,genpce_es,0,16460,0.8674698795180723
