instance_id,grid,config,m,B,L,gqe_seed,optimum,gqe_cost,sa_cost,tabu_cost,greedy1_cost,greedy20_cost,blind_cost,gqe_exact,sa_exact,tabu_exact,greedy1_exact,greedy20_exact,blind_exact,gqe_gap,blind_gap,n_gates
IEEE-118_v118_core_b5l9_009,IEEE-118,v118_core_b5l9,45,5,9,101,-19.722504286961737,-18.727470719875107,-19.722504286961748,-19.722504286961748,-14.392401214428851,-14.444278298918285,-19.722504286961748,False,True,True,False,False,True,0.9950335670866295,-1.0658141036401503e-14,19
IEEE-118_v118_core_b5l9_009,IEEE-118,v118_core_b5l9,45,5,9,102,-19.722504286961737,-19.722504286961748,-19.722504286961748,-19.722504286961748,-14.392401214428851,-14.444278298918285,-19.722504286961748,True,True,True,False,False,True,-1.0658141036401503e-14,-1.0658141036401503e-14,19
IEEE-14_core_b4l10_003,IEEE-14,core_b4l10,40,4,10,101,-12.49464659130168,-10.617393572586685,-10.617393572586685,-11.895547944098436,13.411483757722841,13.411483757722841,-12.49464659130162,False,False,False,False,False,True,1.8772530187149954,6.039613253960852e-14,19
IEEE-14_core_b4l10_003,IEEE-14,core_b4l10,40,4,10,102,-12.49464659130168,-8.701626617421956,-10.617393572586685,-11.895547944098436,13.411483757722841,13.411483757722841,-12.49464659130162,False,False,False,False,False,True,3.7930199738797246,6.039613253960852e-14,19
IEEE-118_v118_core_b4l10_004,IEEE-118,v118_core_b4l10,40,4,10,101,-9.447001941327157,-9.447001941327228,-9.447001941327228,-8.879188540139438,-6.746992661318899,-6.746992661318899,-9.447001941327228,True,True,False,False,False,True,-7.105427357601002e-14,-7.105427357601002e-14,19
IEEE-118_v118_core_b4l10_004,IEEE-118,v118_core_b4l10,40,4,10,102,-9.447001941327157,-9.447001941327228,-9.447001941327228,-8.879188540139438,-6.746992661318899,-6.746992661318899,-9.447001941327228,True,True,False,False,False,True,-7.105427357601002e-14,-7.105427357601002e-14,19
IEEE-14_core_b4l10_005,IEEE-14,core_b4l10,40,4,10,101,-11.986552133566274,-8.77903564951888,-11.466699104977298,-11.811293172083719,21.573486378957842,21.573486378957842,-9.788686886989595,False,False,False,False,False,False,3.207516484047394,2.1978652465766793,19
IEEE-14_core_b4l10_005,IEEE-14,core_b4l10,40,4,10,102,-11.986552133566274,-1.9817961562784348,-11.466699104977298,-11.811293172083719,21.573486378957842,21.573486378957842,-9.788686886989595,False,False,False,False,False,False,10.00475597728784,2.1978652465766793,19
IEEE-118_v118_core_b5l9_007,IEEE-118,v118_core_b5l9,45,5,9,101,-24.40590527603249,-24.280939502822342,-24.280939502822342,-24.405905276030133,-20.28640441990718,-24.280939502822342,-24.405905276030133,False,False,True,False,False,True,0.12496577321014968,2.3590018827235326e-12,19
IEEE-118_v118_core_b5l9_007,IEEE-118,v118_core_b5l9,45,5,9,102,-24.40590527603249,-24.280939502822342,-24.280939502822342,-24.405905276030133,-20.28640441990718,-24.280939502822342,-24.405905276030133,False,False,True,False,False,True,0.12496577321014968,2.3590018827235326e-12,19
IEEE-30_v30_core_b4l10_000,IEEE-30,v30_core_b4l10,40,4,10,101,-9.529155777470962,-7.5181120042008995,-9.529155777470965,-9.529155777470965,5.066495343639101,5.066495343639101,-9.529155777470965,False,True,True,False,False,True,2.011043773270062,-3.552713678800501e-15,19
IEEE-30_v30_core_b4l10_000,IEEE-30,v30_core_b4l10,40,4,10,102,-9.529155777470962,-5.390685893370884,-9.529155777470965,-9.529155777470965,5.066495343639101,5.066495343639101,-9.529155777470965,False,True,True,False,False,True,4.138469884100077,-3.552713678800501e-15,19
IEEE-57_v57_core_b4l10_008,IEEE-57,v57_core_b4l10,40,4,10,101,-26.29807791583346,-24.001444121309987,-26.298077915833453,-24.811174803765134,-18.766927041171073,-18.766927041171073,-25.94719802205985,False,True,False,False,False,False,2.2966337945234727,0.35087989377360884,19
IEEE-57_v57_core_b4l10_008,IEEE-57,v57_core_b4l10,40,4,10,102,-26.29807791583346,-24.001444121309987,-26.298077915833453,-24.811174803765134,-18.766927041171073,-18.766927041171073,-25.94719802205985,False,True,False,False,False,False,2.2966337945234727,0.35087989377360884,19
IEEE-118_v118_core_b4l10_002,IEEE-118,v118_core_b4l10,40,4,10,101,-16.727061104747143,-16.26647432590338,-16.683370654461935,-16.727061104747218,-16.012163191303372,-16.012163191303372,-16.727061104747218,False,False,True,False,False,True,0.4605867788437621,-7.460698725481052e-14,19
IEEE-118_v118_core_b4l10_002,IEEE-118,v118_core_b4l10,40,4,10,102,-16.727061104747143,-16.26647432590338,-16.683370654461935,-16.727061104747218,-16.012163191303372,-16.012163191303372,-16.727061104747218,False,False,True,False,False,True,0.4605867788437621,-7.460698725481052e-14,19
IEEE-30_v30_core_b4l10_009,IEEE-30,v30_core_b4l10,40,4,10,101,-7.0929238200428,-3.5072484989255486,-7.092923820042806,-7.092923820042806,5.697788330059332,-6.8270413487775805,-6.8270413487775805,False,True,True,False,False,False,3.585675321117251,0.26588247126521924,19
IEEE-30_v30_core_b4l10_009,IEEE-30,v30_core_b4l10,40,4,10,102,-7.0929238200428,-6.792676726801231,-7.092923820042806,-7.092923820042806,5.697788330059332,-6.8270413487775805,-6.8270413487775805,False,True,True,False,False,False,0.30024709324156884,0.26588247126521924,19
IEEE-14_core_b4l10_004,IEEE-14,core_b4l10,40,4,10,101,-1.2482096159673952,3.413074718539362,-1.2482096159673992,-1.2482096159673992,25.395198286679562,16.317992271203956,3.0293306233492707,False,True,True,False,False,False,4.661284334506758,4.277540239316666,19
IEEE-14_core_b4l10_004,IEEE-14,core_b4l10,40,4,10,102,-1.2482096159673952,4.157459726276065,-1.2482096159673992,-1.2482096159673992,25.395198286679562,16.317992271203956,3.0293306233492707,False,True,True,False,False,False,5.405669342243461,4.277540239316666,19
IEEE-57_v57_core_b4l10_006,IEEE-57,v57_core_b4l10,40,4,10,101,-25.947198022059855,-24.460294909991532,-24.460294909991532,-25.94719802205985,-16.973429993627406,-16.973429993627406,-25.94719802205985,False,False,True,False,False,True,1.4869031120683225,3.552713678800501e-15,19
IEEE-57_v57_core_b4l10_006,IEEE-57,v57_core_b4l10,40,4,10,102,-25.947198022059855,-23.155827096060648,-24.460294909991532,-25.94719802205985,-16.973429993627406,-16.973429993627406,-25.94719802205985,False,False,True,False,False,True,2.7913709259992068,3.552713678800501e-15,19
IEEE-118_v118_core_b4l10_006,IEEE-118,v118_core_b4l10,40,4,10,101,-7.706053636582729,-3.900599144094926,-7.706053636583009,-7.706053636583009,3.000603322362977,-2.590082560907449,-7.498261800958629,False,True,True,False,False,False,3.8054544924878027,0.20779183562409997,19
IEEE-118_v118_core_b4l10_006,IEEE-118,v118_core_b4l10,40,4,10,102,-7.706053636582729,-3.900599144094926,-7.706053636583009,-7.706053636583009,3.000603322362977,-2.590082560907449,-7.498261800958629,False,True,True,False,False,False,3.8054544924878027,0.20779183562409997,19
IEEE-14_core_b4l10_009,IEEE-14,core_b4l10,40,4,10,101,-12.465723994296532,-3.5680945987654624,-12.465723994296468,-12.465723994296468,18.34523734024922,18.34523734024922,-11.726731811346975,False,True,True,False,False,False,8.89762939553107,0.7389921829495574,19
IEEE-14_core_b4l10_009,IEEE-14,core_b4l10,40,4,10,102,-12.465723994296532,-3.5680945987654624,-12.465723994296468,-12.465723994296468,18.34523734024922,18.34523734024922,-11.726731811346975,False,True,True,False,False,False,8.89762939553107,0.7389921829495574,19
IEEE-14_core_b5l9_008,IEEE-14,core_b5l9,45,5,9,101,-11.535640508160686,-7.810561301265153,-11.293158154895925,-10.904427221171725,24.026999630160155,3.6842506829348025,-10.361593835697121,False,False,False,False,False,False,3.7250792068955327,1.1740466724635645,19
IEEE-14_core_b5l9_008,IEEE-14,core_b5l9,45,5,9,102,-11.535640508160686,-7.044377507713328,-11.293158154895925,-10.904427221171725,24.026999630160155,3.6842506829348025,-10.361593835697121,False,False,False,False,False,False,4.491263000447358,1.1740466724635645,19
IEEE-57_v57_core_b5l9_004,IEEE-57,v57_core_b5l9,45,5,9,101,-29.36817484116324,-28.596685521791528,-29.36817484116323,-13.437802208942593,-18.285943458962027,-18.285943458962027,-28.3976805363877,False,True,False,False,False,False,0.7714893193717103,0.9704943047755386,16
IEEE-57_v57_core_b5l9_004,IEEE-57,v57_core_b5l9,45,5,9,102,-29.36817484116324,-28.596685521791528,-29.36817484116323,-13.437802208942593,-18.285943458962027,-18.285943458962027,-28.3976805363877,False,True,False,False,False,False,0.7714893193717103,0.9704943047755386,19
IEEE-14_core_b4l10_007,IEEE-14,core_b4l10,40,4,10,101,0.0,1.5,0.0,0.0,0.0,0.0,0.0,False,True,True,True,True,True,1.5,0.0,19
IEEE-14_core_b4l10_007,IEEE-14,core_b4l10,40,4,10,102,0.0,1.5,0.0,0.0,0.0,0.0,0.0,False,True,True,True,True,True,1.5,0.0,19
IEEE-57_v57_core_b4l10_000,IEEE-57,v57_core_b4l10,40,4,10,101,-25.71883096405124,-22.407191555208563,-25.71883096405123,-24.460294909991532,-15.584425288865553,-15.584425288865553,-22.407191555208563,False,True,False,False,False,False,3.3116394088426766,3.3116394088426766,19
IEEE-57_v57_core_b4l10_000,IEEE-57,v57_core_b4l10,40,4,10,102,-25.71883096405124,-22.407191555208563,-25.71883096405123,-24.460294909991532,-15.584425288865553,-15.584425288865553,-22.407191555208563,False,True,False,False,False,False,3.3116394088426766,3.3116394088426766,19
IEEE-57_v57_core_b4l10_001,IEEE-57,v57_core_b4l10,40,4,10,101,-24.124578397949808,-23.241137012342683,-24.124578397949804,-24.124578397949804,-20.052520700954883,-20.052520700954883,-23.055369789069204,False,True,True,False,False,False,0.8834413856071244,1.0692086088806043,19
IEEE-57_v57_core_b4l10_001,IEEE-57,v57_core_b4l10,40,4,10,102,-24.124578397949808,-23.055369789069204,-24.124578397949804,-24.124578397949804,-20.052520700954883,-20.052520700954883,-23.055369789069204,False,True,True,False,False,False,1.0692086088806043,1.0692086088806043,19
IEEE-118_v118_core_b4l10_005,IEEE-118,v118_core_b4l10,40,4,10,101,-7.564074341215127,-6.196341847418207,-7.564074341214438,-7.2674847073743845,-2.3181037581849004,-7.564074341214438,-7.564074341214438,False,True,False,False,True,True,1.36773249379692,6.892264536872972e-13,19
IEEE-118_v118_core_b4l10_005,IEEE-118,v118_core_b4l10,40,4,10,102,-7.564074341215127,-6.196341847418207,-7.564074341214438,-7.2674847073743845,-2.3181037581849004,-7.564074341214438,-7.564074341214438,False,True,False,False,True,True,1.36773249379692,6.892264536872972e-13,19
IEEE-57_v57_core_b5l9_003,IEEE-57,v57_core_b5l9,45,5,9,101,-29.3172760507946,-26.114316327094436,-29.317276050794582,-27.597901258646797,-14.664656576421375,-22.237752988233176,-27.25958447865618,False,True,False,False,False,False,3.2029597237001646,2.0576915721384204,19
IEEE-57_v57_core_b5l9_003,IEEE-57,v57_core_b5l9,45,5,9,102,-29.3172760507946,-26.114316327094436,-29.317276050794582,-27.597901258646797,-14.664656576421375,-22.237752988233176,-27.25958447865618,False,True,False,False,False,False,3.2029597237001646,2.0576915721384204,19
IEEE-118_v118_core_b5l9_003,IEEE-118,v118_core_b5l9,45,5,9,101,-12.552686611575504,-11.405272992702645,-12.552686611575526,-12.552686611575526,-8.714780289856009,-11.405272992702645,-12.552686611575526,False,True,True,False,False,True,1.147413618872859,-2.1316282072803006e-14,19
IEEE-118_v118_core_b5l9_003,IEEE-118,v118_core_b5l9,45,5,9,102,-12.552686611575504,-11.702557314878373,-12.552686611575526,-12.552686611575526,-8.714780289856009,-11.405272992702645,-12.552686611575526,False,True,True,False,False,True,0.8501292966971317,-2.1316282072803006e-14,19
IEEE-57_v57_core_b4l10_002,IEEE-57,v57_core_b4l10,40,4,10,101,-25.71883096405124,-22.407191555208563,-25.71883096405123,-24.460294909991532,-15.584425288865553,-15.584425288865553,-25.101580996810505,False,True,False,False,False,False,3.3116394088426766,0.6172499672407348,19
IEEE-57_v57_core_b4l10_002,IEEE-57,v57_core_b4l10,40,4,10,102,-25.71883096405124,-22.407191555208563,-25.71883096405123,-24.460294909991532,-15.584425288865553,-15.584425288865553,-25.101580996810505,False,True,False,False,False,False,3.3116394088426766,0.6172499672407348,19
IEEE-30_v30_core_b5l9_009,IEEE-30,v30_core_b5l9,45,5,9,101,-11.222413584011,-8.217214362468054,-9.034416669037256,-11.222413584011004,13.49935392131863,-0.04966571589955393,-10.842681431157473,False,False,True,False,False,False,3.005199221542947,0.3797321528535278,19
IEEE-30_v30_core_b5l9_009,IEEE-30,v30_core_b5l9,45,5,9,102,-11.222413584011,-8.21721436246806,-9.034416669037256,-11.222413584011004,13.49935392131863,-0.04966571589955393,-10.842681431157473,False,False,True,False,False,False,3.0051992215429415,0.3797321528535278,19
IEEE-14_core_b4l10_000,IEEE-14,core_b4l10,40,4,10,101,-1.2482096159673952,4.055157396587731,-1.2482096159673992,-1.2482096159673992,16.317992271203956,16.317992271203956,-0.9734826359591753,False,True,True,False,False,False,5.303367012555126,0.27472698000821993,19
IEEE-14_core_b4l10_000,IEEE-14,core_b4l10,40,4,10,102,-1.2482096159673952,4.055157396587731,-1.2482096159673992,-1.2482096159673992,16.317992271203956,16.317992271203956,-0.9734826359591753,False,True,True,False,False,False,5.303367012555126,0.27472698000821993,19
IEEE-57_v57_core_b5l9_002,IEEE-57,v57_core_b5l9,45,5,9,101,-29.36817484116324,-27.025673115353136,-29.36817484116323,-27.64880004901544,-18.285943458962027,-24.59569635687241,-28.596685521791528,False,True,False,False,False,False,2.342501725810102,0.7714893193717103,19
IEEE-57_v57_core_b5l9_002,IEEE-57,v57_core_b5l9,45,5,9,102,-29.36817484116324,-28.596685521791528,-29.36817484116323,-27.64880004901544,-18.285943458962027,-24.59569635687241,-28.596685521791528,False,True,False,False,False,False,0.7714893193717103,0.7714893193717103,19
IEEE-30_v30_core_b5l9_005,IEEE-30,v30_core_b5l9,45,5,9,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,0.0,0.0,19
IEEE-30_v30_core_b5l9_005,IEEE-30,v30_core_b5l9,45,5,9,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,True,0.0,0.0,19
IEEE-30_v30_core_b5l9_000,IEEE-30,v30_core_b5l9,45,5,9,101,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,True,True,True,True,True,True,0.0,0.0,19
IEEE-30_v30_core_b5l9_000,IEEE-30,v30_core_b5l9,45,5,9,102,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,True,True,True,True,True,True,0.0,0.0,19
IEEE-14_core_b5l9_002,IEEE-14,core_b5l9,45,5,9,101,-33.2688007640227,-26.14287859563005,-33.2688007640227,-29.872927767185413,-23.565330790258127,-23.795202878423098,-33.2688007640227,False,True,False,False,False,True,7.125922168392648,0.0,19
IEEE-14_core_b5l9_002,IEEE-14,core_b5l9,45,5,9,102,-33.2688007640227,-24.889784344738104,-33.2688007640227,-29.872927767185413,-23.565330790258127,-23.795202878423098,-33.2688007640227,False,True,False,False,False,True,8.379016419284596,0.0,19
IEEE-30_v30_core_b5l9_007,IEEE-30,v30_core_b5l9,45,5,9,101,-8.617337181390432,-5.693827835482798,-8.61733718139044,-8.215370883165521,13.93168033420556,1.608094625822062,-5.693827835482802,False,True,False,False,False,False,2.9235093459076342,2.9235093459076307,19
IEEE-30_v30_core_b5l9_007,IEEE-30,v30_core_b5l9,45,5,9,102,-8.617337181390432,-5.482949843407281,-8.61733718139044,-8.215370883165521,13.93168033420556,1.608094625822062,-5.693827835482802,False,True,False,False,False,False,3.134387337983151,2.9235093459076307,19
IEEE-14_core_b5l9_005,IEEE-14,core_b5l9,45,5,9,101,-2.7862574241623568,15.037848560932193,-2.7862574241623657,-1.3578737426762086,69.92032300256687,38.5217833743889,5.098077175233967,False,True,False,False,False,False,17.82410598509455,7.884334599396324,19
IEEE-14_core_b5l9_005,IEEE-14,core_b5l9,45,5,9,102,-2.7862574241623568,13.83404474879398,-2.7862574241623657,-1.3578737426762086,69.92032300256687,38.5217833743889,5.098077175233967,False,True,False,False,False,False,16.620302172956336,7.884334599396324,19
IEEE-57_v57_core_b5l9_009,IEEE-57,v57_core_b5l9,45,5,9,101,-28.46603361684479,-25.358335362166542,-28.466033616844776,-27.110619305164644,-19.62540220388553,-24.65049364549855,-28.466033616844776,False,True,False,False,False,True,3.1076982546782475,1.4210854715202004e-14,19
IEEE-57_v57_core_b5l9_009,IEEE-57,v57_core_b5l9,45,5,9,102,-28.46603361684479,-28.466033616844776,-28.466033616844776,-27.110619305164644,-19.62540220388553,-24.65049364549855,-28.466033616844776,True,True,False,False,False,True,1.4210854715202004e-14,1.4210854715202004e-14,19
IEEE-30_v30_core_b5l9_006,IEEE-30,v30_core_b5l9,45,5,9,101,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,True,True,True,True,True,True,0.0,0.0,19
IEEE-30_v30_core_b5l9_006,IEEE-30,v30_core_b5l9,45,5,9,102,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,-9.274977316582069,True,True,True,True,True,True,0.0,0.0,19
