source,target,beta,best_rescored,best_rescored_ls,warm_final,cold_final,warm_hit_0.8,warm_hit_0.85,warm_hit_0.9,cold_hit_0.8,cold_hit_0.85,cold_hit_0.9,model_mean,model_max,model_median_abs_corr,random_mean,random_max,random_median_abs_corr
reg3_m60_s0,reg3_m60_s1,1.0,0.7407407407407407,0.8641975308641975,0.9135802469135802,0.8765432098765432,860,1510.0,3710.0,1760,3910,,0.574320987654321,0.654320987654321,0.05677689499136929,0.557358024691358,0.691358024691358,0.052924038161686546
reg3_m60_s0,reg3_m60_s1,2.0,0.7407407407407407,0.8641975308641975,0.9135802469135802,0.8765432098765432,860,1510.0,3710.0,1760,3910,,0.5801975308641976,0.5925925925925926,0.05309194254951907,0.553283950617284,0.7407407407407407,0.05234418104177902
reg3_m60_s0,reg3_m60_s2,1.0,0.7407407407407407,0.8888888888888888,0.8271604938271605,0.9012345679012346,510,,,910,1560,7110.0,0.5707160493827159,0.6790123456790124,0.05677689499136929,0.5545185185185185,0.7283950617283951,0.050921982970953156
reg3_m60_s0,reg3_m60_s2,2.0,0.7407407407407407,0.8888888888888888,0.8271604938271605,0.9012345679012346,510,,,910,1560,7110.0,0.58,0.5802469135802469,0.05309194254951907,0.5533333333333333,0.7160493827160493,0.05203065507706306
reg3_m60_s0,er4_m60_s0,1.0,0.7878787878787878,0.9191919191919192,0.8888888888888888,0.8686868686868687,110,3110.0,,610,5760,,0.5386262626262626,0.7272727272727273,0.05677689499136929,0.5997373737373738,0.7676767676767676,0.05124331811359409
reg3_m60_s0,er4_m60_s0,2.0,0.7878787878787878,0.9191919191919192,0.8888888888888888,0.8686868686868687,110,3110.0,,610,5760,,0.5155353535353537,0.5757575757575758,0.05309194254951907,0.6077979797979798,0.7575757575757576,0.05161117002153916
