family,m,n,instance,variant,run,best_known,ratio_raw,ratio_ls,ratio_1000shots,ratio_1000shots_min,ratio_4000shots,ratio_4000shots_min,median_abs_corr,min_abs_corr,seconds
reg3,252,9,reg3_m252_s0,exact,0,348.0,0.7241379310344828,0.9166666666666666,0.5910919540229884,0.5488505747126436,0.5951149425287356,0.5517241379310345,0.019142077294473182,2.105394718119897e-05,140.65682730000117
reg3,252,9,reg3_m252_s0,shaped_0.5,0,348.0,0.7241379310344828,0.8850574712643678,0.618103448275862,0.5488505747126436,0.6422413793103449,0.617816091954023,0.03385477074713214,2.5968710100439732e-05,148.82944410000346
reg3,252,9,reg3_m252_s0,shaped_2,0,348.0,0.735632183908046,0.9051724137931034,0.6614942528735632,0.617816091954023,0.6926724137931035,0.6551724137931034,0.0599509389328589,0.00022360177213968588,154.5135238999792
reg3,252,9,reg3_m252_s0,shaped_4,0,348.0,0.7557471264367817,0.9109195402298851,0.6876436781609195,0.6551724137931034,0.707183908045977,0.6896551724137931,0.07188048244916477,9.043179089090244e-05,154.8718018999789
reg3,252,9,reg3_m252_s0,shaped_16,0,8.0,348.0,0.7068965517241379,0.8879310344827587,0.685919540229885,0.6580459770114943,0.7056034482758621,0.6781609195402298,0.08925094404971023,2.017137176596115e-05,131.27678090002155
reg3,252,9,reg3_m252_s0,relaxed_only,0,8.0,348.0,0.7155172413793104,0.8793103448275862,0.6975574712643678,0.6781609195402298,0.7113505747126437,0.7011494252873564,0.10912646388900982,0.0030525963420803496,131.6208231000055
