step,train_nll,val_nll
0,3.2426679134368896,3.3058061599731445
20,2.141446352005005,3.6300277709960938
40,1.3440947532653809,4.001843452453613
60,0.6827805638313293,4.364083766937256
80,0.4340294599533081,4.919772148132324
100,0.34580197930336,5.350591659545898
120,0.32367798686027527,5.364813327789307
140,0.30030357837677,5.626546859741211
160,0.3028689920902252,5.663981914520264
180,0.29759857058525085,5.874906063079834
200,0.28428736329078674,6.131425380706787
